filename,pageNum
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJ___328__785S.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___444__758H.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___413__210S.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1986AJ_____92__885G.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1997AJ____113_1700C.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJS___91___79H.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1970AJ_____75_1066A.pdf,16
/Users/jillnaiman/tmpADSDownloads/pdfs/1995AJ____110__766D.pdf,14
/Users/jillnaiman/tmpADSDownloads/pdfs/1985ApJ___291L__41A.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1937ApJ____85__380M.pdf,20
/Users/jillnaiman/tmpADSDownloads/pdfs/1992AJ____104_1790G.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1967AJ_____72__398R.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1993AJ____105_2017S.pdf,14
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___422__597D.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___425__707H.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1953ApJ___118__353H.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJ___360L___7H.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___444__758H.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1980ApJ___242L__69H.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1987AJ_____93__291P.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJS___75__987W.pdf,30
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___438__680B.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJS___76_1043P.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJ___329___38C.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1977AJ_____82__474M.pdf,16
/Users/jillnaiman/tmpADSDownloads/pdfs/1985ApJ___298__918D.pdf,16
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___464__364S.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___446__177C.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___465L__43P.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1987AJ_____93_1166I.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1978ApJS___36__587M.pdf,17
/Users/jillnaiman/tmpADSDownloads/pdfs/1996AJ____111_1852I.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___338__735Y.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___464__818U.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___458__653R.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1978ApJ___221_1062D.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1996AJ____111__231J.pdf,26
/Users/jillnaiman/tmpADSDownloads/pdfs/1992ApJ___395L__49S.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1948ApJ___108__160V.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___337__739S.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1974ApJ___189__187O.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1967ApJ___148__669H.pdf,19
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___449L__59B.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1975ApJ___196__129H.pdf,20
/Users/jillnaiman/tmpADSDownloads/pdfs/1983AJ_____88__329D.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1994AJ____108_1523G.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1964ApJ___140__390E.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1997AJ____114_1043H.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJ___278___96C.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1987AJ_____94_1299R.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___471__510J.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1982ApJ___256__139M.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1987ApJ___315L_135K.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___412__410S.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJ___357__591F.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___440__634R.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1991AJ____102__716S.pdf,21
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___427__160P.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___460__343B.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1965ApJ___142__655K.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1996AJ____112__129V.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1973ApJ___179L_117G.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1978ApJ___219__400B.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1985ApJ___291__693K.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1992ApJ___386__248B.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1995AJ____109__486O.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1939ApJ____89__137L.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___406__451L.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___446L__59O.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___469__171G.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1997AJ____113_1250R.pdf,15
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJS___60__543P.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1961ApJ___134__312B.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1993AJ____106_1947H.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1966ApJ___146__383C.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___451__156G.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1975AJ_____80__208V.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1967ApJ___147__718P.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1992ApJS___82__489M.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___460__855L.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___424L_111F.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1996AJ____111__655H.pdf,33
/Users/jillnaiman/tmpADSDownloads/pdfs/1965ApJS___12__163L.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___449__341J.pdf,23
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___466___92D.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___447__159M.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1995AJ____110__116K.pdf,14
/Users/jillnaiman/tmpADSDownloads/pdfs/1911ApJ____34___37K.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1900ApJ____11__393V.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJ___358__132T.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1992ApJ___395L___9C.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___472__398B.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1992AJ____104__340L.pdf,72
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJS___55__101C.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___344__805S.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1997AJ____113_1212O.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1979ApJ___234L__21J.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1975ApJ___199__565A.pdf,14
/Users/jillnaiman/tmpADSDownloads/pdfs/1961ApJ___134__312B.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___462__768U.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1981ApJS___47__229E.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1964ApJ___139_1045A.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1980AJ_____85__329I.pdf,16
/Users/jillnaiman/tmpADSDownloads/pdfs/1978ApJ___225__181L.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1978ApJ___222___40U.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJ___364__456T.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1987ApJS___64__127K.pdf,52
/Users/jillnaiman/tmpADSDownloads/pdfs/1983ApJ___265__877C.pdf,19
/Users/jillnaiman/tmpADSDownloads/pdfs/1989AJ_____97__107M.pdf,28
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___411__383D.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___423__640D.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJ___364__496D.pdf,15
/Users/jillnaiman/tmpADSDownloads/pdfs/1956ApJ___124__342S.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1971ApJ___169__595G.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1995AJ____110_2715M.pdf,29
/Users/jillnaiman/tmpADSDownloads/pdfs/1913ApJ____38__496B.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1907ApJ____25___75H.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1965ApJ___142_1307S.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1974ApJ___187__345C.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJS___72___61L.pdf,15
/Users/jillnaiman/tmpADSDownloads/pdfs/1977ApJ___215__919M.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___447L_139F.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1975ApJ___197__371M.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1997AJ____113__844M.pdf,14
/Users/jillnaiman/tmpADSDownloads/pdfs/1980ApJ___238__445A.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1906ApJ____24__255B.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1990AJ____100_1532W.pdf,29
/Users/jillnaiman/tmpADSDownloads/pdfs/1896ApJ_____3__192F.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1995AJ____110_1498P.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1987ApJ___314__187H.pdf,13
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___450__902F.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1944ApJ____99__280W.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1977ApJ___217__362H.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1966ApJ___145__411S.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1933ApJ____77__243R.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJ___303___25T.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1970AJ_____75_1164L.pdf,23
/Users/jillnaiman/tmpADSDownloads/pdfs/1978AJ_____83____1K.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1982ApJ___256___54A.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1997AJ____113_2031W.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1960ApJ___131__620J.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJ___327__584S.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1997AJ____114__272S.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1964ApJ___139__899D.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1994AJ____107__920K.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___439__399S.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJS___55__127S.pdf,18
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___453__783W.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1997AJ____113_2147H.pdf,14
/Users/jillnaiman/tmpADSDownloads/pdfs/1987ApJ___319__358B.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1989AJ_____97___83R.pdf,20
/Users/jillnaiman/tmpADSDownloads/pdfs/1960ApJ___132__908M.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1978ApJ___226__439B.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1981ApJ___243L__37W.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1921ApJ____54____1F.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJS___88__433P.pdf,42
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___463__528S.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1991AJ____102__914M.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___366L__83T.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1978ApJS___36____1M.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1983AJ_____88_1489M.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1979ApJ___234__842T.pdf,14
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJ___279__136B.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1914ApJ____40____1J.pdf,18
/Users/jillnaiman/tmpADSDownloads/pdfs/1977ApJ___218__888L.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1979ApJ___234L__69M.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJ___334L___1M.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___416__251K.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___424__599M.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJS___60__297C.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1967ApJ___147__172P.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1945ApJ___101__117D.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1989AJ_____98_1999S.pdf,15
/Users/jillnaiman/tmpADSDownloads/pdfs/1994AJ____108_1266S.pdf,15
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___447__559S.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1968ApJ___154__157W.pdf,14
/Users/jillnaiman/tmpADSDownloads/pdfs/1989AJ_____98_2086W.pdf,46
/Users/jillnaiman/tmpADSDownloads/pdfs/1962ApJ___135__474L.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1983ApJ___275__592S.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJ___365__460S.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___461__288H.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1988AJ_____95__883B.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJS___61__609B.pdf,14
/Users/jillnaiman/tmpADSDownloads/pdfs/1990AJ____100__108S.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1951ApJ___113___55M.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1981AJ_____86__357V.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJ___277__487R.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1994AJ____107__230A.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1972ApJ___176___57V.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1972ApJ___177__793P.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1982ApJ___263__423K.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJS__107__255T.pdf,16
/Users/jillnaiman/tmpADSDownloads/pdfs/1988AJ_____95_1389S.pdf,16
/Users/jillnaiman/tmpADSDownloads/pdfs/1992ApJ___396___97R.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1978ApJS___38___69Z.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJS__107__621D.pdf,34
/Users/jillnaiman/tmpADSDownloads/pdfs/1995AJ____110_1229P.pdf,23
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJS___56___19A.pdf,25
/Users/jillnaiman/tmpADSDownloads/pdfs/1976ApJ___204__703R.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJS___73__781S.pdf,15
/Users/jillnaiman/tmpADSDownloads/pdfs/1973ApJ___182__559J.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1992ApJ___392___23C.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___437__296B.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1967ApJ___149L__41L.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___378__360W.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1943ApJ____98___20S.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJ___280L__51V.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1977ApJ___214__359K.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___430__121C.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJ___331L__81Y.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1990AJ____100__108S.pdf,21
/Users/jillnaiman/tmpADSDownloads/pdfs/1987ApJ___319__481S.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1975ApJS___29__397H.pdf,38
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___427L__43F.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1973ApJ___182__381S.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___425L__45V.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJS___88__415R.pdf,24
/Users/jillnaiman/tmpADSDownloads/pdfs/1980AJ_____85__912G.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJ___280___66M.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___447__559S.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1937ApJ____86__119B.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___453__256G.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJ___282__683Y.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJ___365__460S.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1981ApJ___250__701D.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___410___81L.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1996AJ____111_1347K.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___446__860F.pdf,17
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___423L__35P.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___456L__21P.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1973ApJ___183__411A.pdf,20
/Users/jillnaiman/tmpADSDownloads/pdfs/1976ApJ___207L_181B.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___416__312R.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1992ApJ___394___51M.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___450__830B.pdf,22
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___426__404S.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1992ApJ___397L___1W.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1987ApJ___316__172N.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1953ApJ___118__346H.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1961ApJ___133__572B.pdf,17
/Users/jillnaiman/tmpADSDownloads/pdfs/1959ApJ___130___69B.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___340__318S.pdf,13
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___464____1B.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1988AJ_____95_1185C.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___411L__17Y.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJ___326__596P.pdf,17
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJ___305__795S.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___338__952M.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1974AJ_____79_1294M.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1919ApJ____49__224C.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1993AJ____105_1690F.pdf,20
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___343__177L.pdf,19
/Users/jillnaiman/tmpADSDownloads/pdfs/1989AJ_____97__801O.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___369__273D.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJ___281L__51T.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1959ApJ___130___12B.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1979AJ_____84_1167S.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1984AJ_____89_1124E.pdf,15
/Users/jillnaiman/tmpADSDownloads/pdfs/1984AJ_____89__672G.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJ___325__596W.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJ___305__814S.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJS__106__215C.pdf,20
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___449___93W.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1972ApJ___177__271W.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___417__613Z.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1945ApJ___101__232S.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1968ApJ___154L__99K.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___457__773D.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___451__585P.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1979AJ_____84___15Q.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1979ApJ___227__163L.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1992ApJ___395L___5W.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___463__224P.pdf,19
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___347__349K.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1970ApJ___159__325A.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1974ApJ___192__405S.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1940ApJ____91__438G.pdf,33
/Users/jillnaiman/tmpADSDownloads/pdfs/1896ApJ_____3__114H.pdf,18
/Users/jillnaiman/tmpADSDownloads/pdfs/1980ApJ___238__524H.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1996AJ____112_1636M.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1921ApJ____53__310L.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1987ApJS___63__265W.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1974AJ_____79_1396M.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___466_1087P.pdf,13
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___412__865G.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1996AJ____112_1839S.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1983ApJ___265__681C.pdf,14
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJS__105__209I.pdf,43
/Users/jillnaiman/tmpADSDownloads/pdfs/1985AJ_____90__708K.pdf,16
/Users/jillnaiman/tmpADSDownloads/pdfs/1959ApJ___130__629B.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1978ApJS___38___69Z.pdf,116
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJ___329__729Y.pdf,13
/Users/jillnaiman/tmpADSDownloads/pdfs/1984AJ_____89_1836B.pdf,33
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___413__453N.pdf,17
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___462__355M.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1980ApJ___235L__57O.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1952ApJ___115__140O.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1974AJ_____79__453L.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1992AJ____104__340L.pdf,57
/Users/jillnaiman/tmpADSDownloads/pdfs/1991AJ____102_1715B.pdf,18
/Users/jillnaiman/tmpADSDownloads/pdfs/1992AJ____104_2067L.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___470_1198A.pdf,13
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJS___55__279S.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1988AJ_____96__680V.pdf,15
/Users/jillnaiman/tmpADSDownloads/pdfs/1993AJ____105_2079R.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___380L__71L.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1952ApJ___116__122R.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1910ApJ____32__329Z.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___456__234A.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJ___306__130K.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1990AJ_____99_1243T.pdf,21
/Users/jillnaiman/tmpADSDownloads/pdfs/1954AJ_____59__273S.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJS___73__661H.pdf,14
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJ___334_1066K.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1978ApJ___226__603W.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___420__632S.pdf,10
